              x	              y	              z	           time	in	                  A	
             32	            0.5	            3.5	             40	 1	   1.5414232411e-11	
             36	            0.5	            3.5	             40	 1	   7.5666175123e-12	
             40	            0.5	            3.5	             40	 1	   3.4132394465e-12	
             44	            0.5	            3.5	             40	 1	   1.4310772683e-12	
             48	            0.5	            3.5	             40	 1	   5.6256390162e-13	
             52	            0.5	            3.5	             40	 1	   2.0757607272e-13	
             56	            0.5	            3.5	             40	 1	   7.0502919145e-14	
             60	            0.5	            3.5	             40	 1	   2.1734019253e-14	
             64	            0.5	            3.5	             40	 1	   0.0000000000e+00	
             68	            0.5	            3.5	             40	 1	   0.0000000000e+00	
             72	            0.5	            3.5	             40	 1	   0.0000000000e+00	
             76	            0.5	            3.5	             40	 1	   0.0000000000e+00	
             80	            0.5	            3.5	             40	 1	   0.0000000000e+00	
             84	            0.5	            3.5	             40	 1	   0.0000000000e+00	
             88	            0.5	            3.5	             40	 1	   0.0000000000e+00	
             92	            0.5	            3.5	             40	 1	   0.0000000000e+00	
             96	            0.5	            3.5	             40	 1	   0.0000000000e+00	
            100	            0.5	            3.5	             40	 1	   0.0000000000e+00	
              0	            1.5	            3.5	             40	 1	   0.0000000000e+00	
              4	            1.5	            3.5	             40	 1	   2.6538714754e-11	
              8	            1.5	            3.5	             40	 1	   9.1148644437e-11	
             12	            1.5	            3.5	             40	 1	   1.4724230937e-10	
             16	            1.5	            3.5	             40	 1	   1.5955187849e-10	
             20	            1.5	            3.5	             40	 1	   1.3292777029e-10	
             24	            1.5	            3.5	             40	 1	   9.1445255825e-11	
             28	            1.5	            3.5	             40	 1	   5.4253294203e-11	
             32	            1.5	            3.5	             40	 1	   2.8579321401e-11	
             36	            1.5	            3.5	             40	 1	   1.3646516789e-11	
             40	            1.5	            3.5	             40	 1	   5.9984328174e-12	
             44	            1.5	            3.5	             40	 1	   2.4554626490e-12	
             48	            1.5	            3.5	             40	 1	   9.4396562374e-13	
             52	            1.5	            3.5	             40	 1	   3.4218265777e-13	
             56	            1.5	            3.5	             40	 1	   1.1724538063e-13	
             60	            1.5	            3.5	             40	 1	   3.5890102992e-14	
             64	            1.5	            3.5	             40	 1	   1.0492096317e-14	
             68	            1.5	            3.5	             40	 1	   0.0000000000e+00	
             72	            1.5	            3.5	             40	 1	   0.0000000000e+00	
             76	            1.5	            3.5	             40	 1	   0.0000000000e+00	
             80	            1.5	            3.5	             40	 1	   0.0000000000e+00	
             84	            1.5	            3.5	             40	 1	   0.0000000000e+00	
             88	            1.5	            3.5	             40	 1	   0.0000000000e+00	
             92	            1.5	            3.5	             40	 1	   0.0000000000e+00	
             96	            1.5	            3.5	             40	 1	   0.0000000000e+00	
            100	            1.5	            3.5	             40	 1	   0.0000000000e+00	
              0	            2.5	            3.5	             40	 1	   0.0000000000e+00	
              4	            2.5	            3.5	             40	 1	   7.9668880934e-11	
              8	            2.5	            3.5	             40	 1	   2.5817518546e-10	
             12	            2.5	            3.5	             40	 1	   3.9859283363e-10	
             16	            2.5	            3.5	             40	 1	   4.1494671682e-10	
             20	            2.5	            3.5	             40	 1	   3.3318085281e-10	
             24	            2.5	            3.5	             40	 1	   2.2142238900e-10	
             28	            2.5	            3.5	             40	 1	   1.2715173470e-10	
             32	            2.5	            3.5	             40	 1	   6.4939833814e-11	
             36	            2.5	            3.5	             40	 1	   3.0110544068e-11	
             40	            2.5	            3.5	             40	 1	   1.2869842077e-11	
             44	            2.5	            3.5	             40	 1	   5.1306964305e-12	
             48	            2.5	            3.5	             40	 1	   1.9242985861e-12	
             52	            2.5	            3.5	             40	 1	   6.8387327162e-13	
             56	            2.5	            3.5	             40	 1	   2.2887560730e-13	
             60	            2.5	            3.5	             40	 1	   7.3459489046e-14	
